date,case_total,adm3_en,heat_index,pr,rh,tave,tmax,tmin,pct_area_flood_hazard_100yr_low,pct_area_flood_hazard_100yr_med,pct_area_flood_hazard_100yr_high,pct_area_flood_hazard_25yr_low,pct_area_flood_hazard_25yr_med,pct_area_flood_hazard_25yr_high,pct_area_flood_hazard_5yr_low,pct_area_flood_hazard_5yr_med,pct_area_flood_hazard_5yr_high,pop_count_total,pop_density
2008-01-07,0,Dagupan,27.10229087032631,0.0,78.32766776044232,25.716406439897344,28.58426256363704,23.179655961143386,28.961254838709678,14.526893548387097,4.8463,25.346906451612902,9.691429032258064,1.0161612903225807,15.274061290322582,3.0614806451612906,0.13959032258064516,146051.52221679688,3377.3276775372906
2008-01-07,0,Palayan,25.463166524830047,15.267677655404158,83.84577051679722,24.33536619480548,28.114854671972108,21.21998558088056,5.345473684210527,8.137284210526316,22.76086315789474,5.390810526315789,8.414563157894737,19.35737894736842,5.291147368421053,8.956963157894737,12.791515789473685,33782.17706298828,257.37958347260457
2008-01-07,0,Legazpi,27.600369754324323,23.38315078911221,85.36373674480411,25.809742461422925,28.11961496193057,24.20305739659901,12.48011,21.37908,7.661102857142857,9.66869,16.958495714285714,4.431324285714286,9.28391857142857,10.63184,1.8938942857142855,173521.99838256836,1100.116263949851
2008-01-07,5,Iloilo,27.85428571428572,5.959982059903126,88.38857142857144,25.775714285714287,28.752857142857145,23.890000000000004,20.95967277777778,15.369066666666665,1.894198888888889,0.29080944444444445,0.09434722222222224,0.019999444444444445,0.0,0.0,0.0,399841.8153076172,5505.142671375663
2008-01-07,0,Mandaue,27.30681193183071,11.181259457239864,86.39727541007402,25.716579055911165,26.875745156092684,24.798506968685928,16.210685185185184,16.240070370370372,5.223140740740741,0.0,0.0,0.0,0.0,0.0,0.0,302975.39611816406,9741.222417503603
2008-01-07,0,Tacloban,28.08428571428572,30.118267992513942,88.78428571428572,26.054285714285715,27.44857142857143,25.082857142857144,21.04146304347826,5.063586956521739,0.7959217391304347,1.9455224637681159,0.696831884057971,0.040673913043478255,1.2188688405797101,0.4163557971014493,0.017607971014492754,185471.83400535583,1749.4355586956929
2008-01-07,0,Zamboanga,27.50033659844081,12.557337051857765,85.70811718872498,25.80192642277077,27.25365279991065,24.71272683720069,11.963699009900989,10.188775247524752,3.436560396039604,7.5164752475247525,5.431322772277227,1.3953366336633664,5.267774257425743,2.931390099009901,0.8130089108910891,724155.3155169487,483.96628462044345
2008-01-07,0,Cagayan de Oro,26.50176062690603,10.843259040043089,87.95045353797825,24.961456272937607,27.5370614997864,22.95383473389908,13.05757875,23.08114875,16.97458,13.3184575,15.00429125,12.062067500000001,9.940977499999999,6.60550625,5.83831875,527562.690372467,1041.3483421779201
2008-01-07,0,Davao,26.374499658765696,7.730550735262184,84.41455430312877,24.973576064195274,28.41966667577926,22.539886883622387,13.949709289617486,9.810966666666667,8.7932087431694,8.10746775956284,3.8827688524590163,4.286530601092896,5.615635519125683,2.355029508196721,3.183902732240437,1332435.7811889648,568.5186681254577
2008-01-07,0,Mandaluyong,28.26428571428571,5.737461851789673,80.0342857142857,26.40428571428572,29.34,24.158571428571427,14.323485185185186,15.699144444444444,10.243418518518517,13.904014814814817,14.612985185185185,6.9147,13.889840740740741,9.97038148148148,3.3871962962962963,311712.3294067383,27542.020852888687
2008-01-07,0,Muntinlupa,27.7992291920124,4.931103947973331,80.64522081547966,26.07413945672848,29.037822943664388,23.847619720872167,14.750977777777779,14.104255555555556,4.168722222222223,13.609144444444446,11.237577777777778,3.504922222222222,10.991266666666668,7.304466666666666,2.437366666666667,446480.869140625,11394.381656444673
2008-01-07,0,Navotas,27.651428571428564,3.3049521324541016,79.06857142857142,26.09142857142857,28.784285714285712,23.90571428571428,30.409,28.13415,2.8667142857142855,25.30833571428571,19.293200000000002,1.1188857142857143,21.148778571428572,7.814292857142858,0.5981142857142857,271887.94873046875,25797.04433136949
2008-01-14,0,Dagupan,27.69306780120701,0.0,75.35467664575908,26.18147053197932,29.60852946802069,23.716458528856887,28.961254838709678,14.526893548387097,4.8463,25.346906451612902,9.691429032258064,1.0161612903225807,15.274061290322582,3.0614806451612906,0.13959032258064516,146051.52221679688,3377.3276775372906
2008-01-14,0,Palayan,26.038912679976416,0.0,81.04915334256803,24.80945278200954,28.67467703969644,21.83813444805781,5.345473684210527,8.137284210526316,22.76086315789474,5.390810526315789,8.414563157894737,19.35737894736842,5.291147368421053,8.956963157894737,12.791515789473685,33782.17706298828,257.37958347260457
2008-01-14,0,Legazpi,27.02593045809936,19.018951629278927,88.82522062029456,25.42024386245553,27.3092270464414,24.050006016587783,12.48011,21.37908,7.661102857142857,9.66869,16.958495714285714,4.431324285714286,9.28391857142857,10.63184,1.8938942857142855,173521.99838256836,1100.116263949851
2008-01-14,3,Iloilo,27.607142857142858,1.525574639732722,88.23285714285714,25.678571428571423,28.301428571428566,23.881428571428565,20.95967277777778,15.369066666666665,1.894198888888889,0.29080944444444445,0.09434722222222224,0.019999444444444445,0.0,0.0,0.0,399841.8153076172,5505.142671375663
2008-01-14,0,Mandaue,27.24607472184048,4.480942687932213,83.90537609408186,25.73367606450213,26.681794000279265,24.69119932866917,16.210685185185184,16.240070370370372,5.223140740740741,0.0,0.0,0.0,0.0,0.0,0.0,302975.39611816406,9741.222417503603
